MTMZCode,Asset_ID,NF_ID,Named_Faci,Address,Ownership,Parent_Nam,WardName,SUBURB_NAM,Parenttype,SimpleCode,x,y,Tree_zone,_id
AndeAv-2839-Ab,RDS002910,NFI002839,Anderson Avenue,Anderson Avenue Panania,CBC,Anderson Avenue,REVESBY,PANANIA,RDS,A,150.99829,-33.95555543,6,3b675ad5-ad48-499b-b071-240b827709ee
NewbLa-1739-Bb,RDS133220,NFI001739,Newbery Lane,Newbery Lane Panania,CBC,Newbery Lane,REVESBY,PANANIA,RDS,B,150.9988882,-33.9550495,6,41ecc20c-a4e3-40a0-9087-836cf4904d65
ToweSt-5627-Bb,RDS094520,NFI005627,Tower Street,Tower Street Panania,CBC,Tower Street,REVESBY,PANANIA,RDS,B,150.9996357,-33.95637105,6,475647c1-77f0-42d4-ac00-ed757d7693da
LambSt-2869-Ab,RDS054360,NFI002869,Lambeth Street,Lambeth Street Panania,CBC,Lambeth Street,REVESBY,PANANIA,RDS,A,150.9986729,-33.95775119,6,47856ef7-4662-4fe4-b35c-9e6ba8991e49
ToweSt-5626-Bb,RDS094525,NFI005626,Tower Street,Tower Street Panania,CBC,Tower Street,REVESBY,PANANIA,RDS,B,151.0021021,-33.95668382,6,4a17726b-1b17-4b5e-8896-fa4880a615d9
WoodAv-6009-Ab,RDS104510,NFI006009,Woodburn Avenue,Woodburn Avenue Panania,CBC,Woodburn Avenue,REVESBY,PANANIA,RDS,A,151.0038585,-33.95533045,6,561f774c-5b73-4969-bfd8-05fba449628a
CrinSt-4579-Bb,RDS511610,NFI004579,Crinan Street,Crinan Street Hurlstone Park,CBC,Crinan Street,CANTERBURY,HURLSTONE PARK,RDS,B,151.1312909,-33.90918477,141,668a8875-0605-472c-b0c0-dc4f8a7a75d6
SherAv-1738-Ab,RDS086710,NFI001738,Sherlock Avenue,Sherlock Avenue Panania,CBC,Sherlock Avenue,REVESBY,PANANIA,RDS,A,150.9953593,-33.95527883,6,6a6089c2-586a-4574-9c48-d3e584780156
NewbLa-1739-Ab,RDS133220,NFI001739,Newbery Lane,Newbery Lane Panania,CBC,Newbery Lane,REVESBY,PANANIA,RDS,A,150.9989184,-33.95506333,6,6bba4ebb-7c7b-4de0-bdac-e40684bcc0c9
WestSt-5552-Ab,RDS101310,NFI005552,Weston Street,Weston Street Panania,CBC,Weston Street,REVESBY,PANANIA,RDS,A,150.9998949,-33.95440419,6,784b555c-44dd-4ecf-b81d-ebfe0f90e977
ToweSt-5625-Ac,RDS094515,NFI005625,Tower Street,Tower Street Panania,CBC,Tower Street,REVESBY,PANANIA,RDS,A,150.9975363,-33.95600933,6,7894668a-480a-4848-9fe9-b1bef0322725
RobyLa-1743-Bc,RDS111410,NFI001743,Robyn Lane,Robyn Lane Panania,CBC,Robyn Lane,REVESBY,PANANIA,RDS,B,150.9966672,-33.95568313,6,7eb03e4f-8549-40c7-935d-7747788aaba9
PicnPo-5563-Ab,RDS075980,NFI005563,Picnic Point Road,Picnic Point Road Panania,CBC,Picnic Point Road,REVESBY,PANANIA,RDS,A,151.0031418,-33.95790088,6,8e10b8ae-dffc-4f08-a2a4-b3f2c1a149f2
EddiAv-1747-Bb,RDS114310,NFI001747,Eddie Avenue,Eddie Avenue Panania,CBC,Eddie Avenue,REVESBY,PANANIA,RDS,B,150.9973858,-33.95756559,6,9290d229-8e6f-43ff-8da0-28f4ae71f274
RobyLa-1740-Bb,RDS111420,NFI001740,Robyn Lane,Robyn Lane Panania,CBC,Robyn Lane,REVESBY,PANANIA,RDS,B,150.997817,-33.95474102,6,9b74e1f5-ed59-4fdd-b70d-8ddb4b111bf1
RobyLa-1743-Cc,RDS111410,NFI001743,Robyn Lane,Robyn Lane Panania,CBC,Robyn Lane,REVESBY,PANANIA,RDS,C,150.9976785,-33.95531609,6,aad9911b-fbcb-40b6-9fe1-d6c8e463484f
SherAv-1738-Bb,RDS086710,NFI001738,Sherlock Avenue,Sherlock Avenue Panania,CBC,Sherlock Avenue,REVESBY,PANANIA,RDS,B,150.9954708,-33.95527262,6,abb52463-eeac-47ca-8eac-a353c28b13a3
HogaLa-5285-Bb,RDS149810,NFI005285,Hogan Lane,Hogan Lane Panania,CBC,Hogan Lane,REVESBY,PANANIA,RDS,B,151.0014902,-33.95610312,6,ac9b9ae1-6af4-4e01-a98f-fa1039a394ac
ArnoLa-1633-Bb,RDS137310,NFI001633,Arnold Lane,Arnold Lane Panania,CBC,Arnold Lane,REVESBY,PANANIA,RDS,B,151.0027404,-33.95719556,6,b1b2f79a-d3e3-4b9e-81b5-1a086919d679
ArnoLa-1633-Ab,RDS137310,NFI001633,Arnold Lane,Arnold Lane Panania,CBC,Arnold Lane,REVESBY,PANANIA,RDS,A,151.0026932,-33.95721733,6,b28c5ba7-9286-43cd-a333-c17cb38cefd8
PeffSt-2840-Ab,RDS075010,NFI002840,Peffer Street,Peffer Street Panania,CBC,Peffer Street,REVESBY,PANANIA,RDS,A,151.0001916,-33.95499,6,b58f89f8-1d3a-4f1b-8e51-2672cae73c89
ToweSt-5627-Ab,RDS094520,NFI005627,Tower Street,Tower Street Panania,CBC,Tower Street,REVESBY,PANANIA,RDS,A,150.9996932,-33.95628679,6,c22d2fa2-2bd7-4927-a060-7fee17c7109d
PuncRo-3190-Bb,RDS078140,NFI003190,Punchbowl Road,Punchbowl Road Punchbowl,RMS,Punchbowl Road,BANKSTOWN,PUNCHBOWL,RDS,B,151.0534293,-33.9263308,85,c6ea7ee2-419e-4f4a-ae71-855423bc0eb1
ToweSt-5625-Bc,RDS094515,NFI005625,Tower Street,Tower Street Panania,CBC,Tower Street,REVESBY,PANANIA,RDS,B,150.9962599,-33.95585109,6,d406ac3b-f2dd-44dd-ac12-6788647dc281
EddiAv-1747-Ab,RDS114310,NFI001747,Eddie Avenue,Eddie Avenue Panania,CBC,Eddie Avenue,REVESBY,PANANIA,RDS,A,150.9974959,-33.95756526,6,d8ba09bf-49ed-4889-8c37-717edb965c55
NewbLa-5551-Bb,RDS133210,NFI005551,Newbery Lane,Newbery Lane Panania,CBC,Newbery Lane,REVESBY,PANANIA,RDS,B,150.9987972,-33.95590919,6,dc84ae40-32e1-4260-8aa8-08878627f751
NewbLa-5551-Ab,RDS133210,NFI005551,Newbery Lane,Newbery Lane Panania,CBC,Newbery Lane,REVESBY,PANANIA,RDS,A,150.9988229,-33.95595112,6,e99ab5d0-410c-4ef7-8429-8c4112a506fc
WestSt-5552-Bb,RDS101310,NFI005552,Weston Street,Weston Street Panania,CBC,Weston Street,REVESBY,PANANIA,RDS,B,150.9998126,-33.95432254,6,eff3619f-29ae-492b-b721-85c8c1f022af
MalvSt-5286-Ab,RDS061730,NFI005286,Malvern Street,Malvern Street Panania,CBC,Malvern Street,REVESBY,PANANIA,RDS,A,151.0020946,-33.95811263,6,f4f39f18-942c-4df5-9bf8-4aadff2610f8
AndeAv-2839-Bb,RDS002910,NFI002839,Anderson Avenue,Anderson Avenue Panania,CBC,Anderson Avenue,REVESBY,PANANIA,RDS,B,150.9982364,-33.95524854,6,f612c242-4911-4e33-bc12-66670b739751
ClarPl-3601-Ab,RDS602610,NFI003601,Clarke Place,Clarke Place Punchbowl,CBC,Clarke Place,ROSELANDS,PUNCHBOWL,RDS,A,151.0542305,-33.92679598,85,0b52d8a8-4f5c-4734-99f1-744c9d9aed76
TurnLa-3571-Bb,RDS544910,NFI003571,Turner Lane,Turner Lane Punchbowl,CBC,Turner Lane,ROSELANDS,PUNCHBOWL,RDS,B,151.0535147,-33.92677448,85,132259e0-d515-4497-ab95-28ce03bffe0c
RoseAv-4583-Ab,RDS566310,NFI004583,Roseland Avenue,Roseland Avenue Roselands,CBC,Roseland Avenue,ROSELANDS,ROSELANDS,RDS,A,151.0701243,-33.9351874,97,2b21f143-f080-4bb4-b553-cfaa9b445a10
JeffLa-3254-Ab,RDS525210,NFI003254,Jeffrey Lane,Jeffrey Lane Canterbury,CBC,Jeffrey Lane,CANTERBURY,CANTERBURY,RDS,A,151.1201812,-33.9107106,139,553795b5-7599-4c0e-83b3-a95d0dd3363a
AldiSt-6146-Bb,RDS605010,NFI006146,Aldi Street,Aldi Street Canterbury,CBC,Aldi Street,CANTERBURY,CANTERBURY,RDS,B,151.1202559,-33.9111031,139,7ee1cb95-46ba-46a9-94af-f1c3594cb3ba
AldiSt-6146-Ab,RDS605010,NFI006146,Aldi Street,Aldi Street Canterbury,CBC,Aldi Street,CANTERBURY,CANTERBURY,RDS,A,151.1202008,-33.91116184,139,819848e3-285d-4506-b60a-c9f452fc2eb2
BurwRo-4571-Ab,RDS518970,NFI004571,Burwood Road,Burwood Road Belfield,CBC,Burwood Road,CANTERBURY,BELFIELD,RDS,A,151.0842171,-33.90331624,133,93837b49-56d0-49e4-9710-a8cd1a4a5cca
JeffSt-4783-Ab,RDS510810,NFI004783,Jeffrey Street,Jeffrey Street Canterbury,CBC,Jeffrey Street,CANTERBURY,CANTERBURY,RDS,A,151.1196969,-33.91046341,139,965252a0-e4b7-47e7-995d-27893c4c9081
PuncRo-5769-Ab,RDS078190,NFI005769,Punchbowl Road,Punchbowl Road Belfield,RMS,Punchbowl Road,CANTERBURY,BELFIELD,RDS,A,151.0820589,-33.9033536,133,a43746a7-8c1c-4720-9a1e-27be568a6803
JeffLa-3254-Bb,RDS525210,NFI003254,Jeffrey Lane,Jeffrey Lane Canterbury,CBC,Jeffrey Lane,CANTERBURY,CANTERBURY,RDS,B,151.1201715,-33.91080529,139,ca325823-0883-4c5d-8ca3-38bfd31dfe19
DianAv-3630-Ab,RDS562510,NFI003630,Diana Avenue,Diana Avenue Roselands,CBC,Diana Avenue,ROSELANDS,ROSELANDS,RDS,A,151.069834,-33.93338366,97,d99cb9e1-ba68-48f5-b12f-7fa29d265c9a
TurnSt-3578-Bb,RDS546910,NFI003578,Turner Street,Turner Street Punchbowl,CBC,Turner Street,ROSELANDS,PUNCHBOWL,RDS,B,151.0537997,-33.92731346,85,e2ba80dd-5a32-434b-98ed-e37aa6190322
ClarPl-3601-Bb,RDS602610,NFI003601,Clarke Place,Clarke Place Punchbowl,CBC,Clarke Place,ROSELANDS,PUNCHBOWL,RDS,B,151.0542586,-33.92678259,85,f0d99998-9462-473c-b21a-dac7ffe87764
TurnLa-3571-Ab,RDS544910,NFI003571,Turner Lane,Turner Lane Punchbowl,CBC,Turner Lane,ROSELANDS,PUNCHBOWL,RDS,A,151.0535122,-33.92680636,85,fce327e5-3fac-4a5d-a9bd-3348bf77dee4
RoseAv-4583-Bb,RDS566310,NFI004583,Roseland Avenue,Roseland Avenue Roselands,CBC,Roseland Avenue,ROSELANDS,ROSELANDS,RDS,B,151.0701943,-33.93548852,97,fec71ddf-d1a6-44fd-b69c-2f4f8d9357ee
RossAv-4138-Bb,RDS546810,NFI004138,Rossmore Avenue,Rossmore Avenue Punchbowl,CBC,Rossmore Avenue,ROSELANDS,PUNCHBOWL,RDS,B,151.0548573,-33.92686675,85,ffd81eb3-7daf-439a-b359-774728995676
PensRo-5763-Ab,RDS565810,NFI005763,Penshurst Road,Penshurst Road Narwee,CBC,Penshurst Road,ROSELANDS,NARWEE,RDS,A,151.0709174,-33.94617813,90,7fffafc4-813b-40d9-b401-a8bb5371c975
WyatPa-3712-Bb,RDS513520,NFI003712,Wyatt Parade,Wyatt Parade Narwee,CBC,Wyatt Parade,ROSELANDS,NARWEE,RDS,B,151.0705846,-33.94657713,90,929a8a10-0bc4-403c-ba34-49bf0d8565fb
WillSt-4304-Ab,RDS549505,NFI004304,William Street,William Street Kingsgrove,CBC,William Street,CANTERBURY,KINGSGROVE,RDS,A,151.100005,-33.92913219,118,990aad0f-bd53-416d-90dd-5c8119fbae96
ThomLa-2586-Bb,RDS105910,NFI002586,Thompsons Lane,Thompsons Lane Yagoona,CBC,Thompsons Lane,BASS HILL,YAGOONA,RDS,B,151.0272883,-33.90762287,70,406db53e-ef8d-4dec-8723-523611c178b5
CoopLa-2943-Ab,RDS024110,NFI002943,Cooper Lane,Cooper Lane Yagoona,CBC,Cooper Lane,BASS HILL,YAGOONA,RDS,A,151.0252801,-33.907072,70,48fc62c2-0944-41bc-b6be-722e07b2006b
GeorSt-2398-Ab,RDS037520,NFI002398,George Street,George Street Yagoona,CBC,George Street,BANKSTOWN,YAGOONA,RDS,A,151.0346718,-33.90527001,70,7b90c798-9c96-4e5e-9c2d-2fd23002c9e8
JohnWa-2389-Ab,RDS137710,NFI002389,John Wall Lane,John Wall Lane Yagoona,CBC,John Wall Lane,BANKSTOWN,YAGOONA,RDS,A,151.0356074,-33.9055146,70,7f01a167-1020-4e28-a36a-8fd00a7177ea
CoopLa-2943-Bb,RDS024110,NFI002943,Cooper Lane,Cooper Lane Yagoona,CBC,Cooper Lane,BASS HILL,YAGOONA,RDS,B,151.0251334,-33.90701216,70,8e004044-aecf-4f12-af06-8543a3f09351
CoopRo-5006-Bb,RDS024210,NFI005006,Cooper Road,Cooper Road Yagoona,CBC,Cooper Road,BASS HILL,YAGOONA,RDS,B,151.0255813,-33.90653582,70,9dbf76a1-a178-471a-926f-a18be2c032cc
CoopRo-5006-Ab,RDS024210,NFI005006,Cooper Road,Cooper Road Yagoona,CBC,Cooper Road,BASS HILL,YAGOONA,RDS,A,151.0254575,-33.90652667,70,b1d5fc3a-37ca-4fbb-97ab-153e8283bb48
ThomLa-2586-Ab,RDS105910,NFI002586,Thompsons Lane,Thompsons Lane Yagoona,CBC,Thompsons Lane,BASS HILL,YAGOONA,RDS,A,151.0272672,-33.90765274,70,e4e7022e-e600-4732-a281-e8015b7531af
KearLa-2396-Ab,RDS109910,NFI002396,Kearns Lane,Kearns Lane Bankstown,CBC,Kearns Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0326816,-33.9068093,70,f81b2db7-a6a3-43cc-ba82-f0f6f7755221
LakeSt-4134-Bb,RDS528210,NFI004134,Lakemba Street,Lakemba Street Wiley Park,CBC,Lakemba Street,ROSELANDS,WILEY PARK,RDS,B,151.0685271,-33.92091409,101,0941b9d9-9684-4a9c-b278-ab567eff2ca2
SimmSt-5543-Ab,RDS087310,NFI005543,Simmons Street,Simmons Street Revesby,CBC,Simmons Street,REVESBY,REVESBY,RDS,A,151.0157325,-33.95128134,20,0973a1b5-7af8-43f1-a3e6-67ec3685f7d0
PoloSt-2063-Bb,RDS076410,NFI002063,Polo Street,Polo Street Revesby,CBC,Polo Street,REVESBY,REVESBY,RDS,B,151.0121611,-33.95231918,20,0cf6dc97-99b0-4dcb-83fc-c3b2fad49bf8
SelePa-1398-Bb,RDS086010,NFI001398,Selems Parade,Selems Parade Revesby,CBC,Selems Parade,REVESBY,REVESBY,RDS,B,151.0148702,-33.9509466,20,245ed187-6bba-460d-b766-7c1f19900b29
MarcAv-5544-Bc,RDS062050,NFI005544,Marco Avenue,Marco Avenue Revesby,CBC,Marco Avenue,REVESBY,REVESBY,RDS,B,151.0130695,-33.9520044,20,3f685ebc-c944-45a9-9767-1b8d19b31ae3
TheRi-5220-Ab,RDS093650,NFI005220,The River Road,The River Road Revesby,CBC,The River Road,REVESBY,REVESBY,RDS,A,151.0171778,-33.9518756,20,4350ab00-c896-4dc0-b955-64298a88ffe4
SimmSt-5543-Bb,RDS087310,NFI005543,Simmons Street,Simmons Street Revesby,CBC,Simmons Street,REVESBY,REVESBY,RDS,B,151.0155567,-33.95135059,20,48265970-8e92-4223-8fa8-def05818646a
MarcAv-5544-Cc,RDS062050,NFI005544,Marco Avenue,Marco Avenue Revesby,CBC,Marco Avenue,REVESBY,REVESBY,RDS,C,151.0130107,-33.95192385,20,5de7cf02-e3f8-49e4-857a-d4fce8d1856b
WindLa-5541-Ab,RDS106810,NFI005541,Winders Lane,Winders Lane Revesby,CBC,Winders Lane,REVESBY,REVESBY,RDS,A,151.0152798,-33.95067693,20,66927e76-2d32-44a1-b6de-27e9a41382e9
WindLa-5541-Bb,RDS106810,NFI005541,Winders Lane,Winders Lane Revesby,CBC,Winders Lane,REVESBY,REVESBY,RDS,B,151.0153387,-33.95067238,20,670c38b7-ea18-4ac6-8b50-9096d92fa68d
MarcAv-5540-Bb,RDS062055,NFI005540,Marco Avenue,Marco Avenue Revesby,CBC,Marco Avenue,REVESBY,REVESBY,RDS,B,151.0164593,-33.95179697,20,7a383294-aa89-4480-9642-fed263dd13c7
HaydLa-1292-Bb,RDS122210,NFI001292,Haydock Lane,Haydock Lane Revesby,CBC,Haydock Lane,REVESBY,REVESBY,RDS,B,151.0165089,-33.9513457,20,7f2224f0-9513-4d3b-8ad5-a2e7978623b9
SwanSt-3133-Ab,RDS091110,NFI003133,Swan Street,Swan Street Revesby,CBC,Swan Street,REVESBY,REVESBY,RDS,A,151.014325,-33.9502277,20,93523fa8-d0ec-431d-a9ad-fd226ad93929
PoloSt-2699-Bb,RDS076420,NFI002699,Polo Street,Polo Street Revesby,CBC,Polo Street,REVESBY,REVESBY,RDS,B,151.0123817,-33.95113208,20,95bb747c-edcf-4fb0-8474-a24ec0dba72c
RookRo-2388-Ab,RDS083110,NFI002388,Rookwood Road,Rookwood Road Yagoona,RMS,Rookwood Road,BANKSTOWN,YAGOONA,RDS,A,151.0360947,-33.90567996,70,a01d12e8-22ed-4c58-aa8c-092024caf6d0
HaydLa-1292-Ab,RDS122210,NFI001292,Haydock Lane,Haydock Lane Revesby,CBC,Haydock Lane,REVESBY,REVESBY,RDS,A,151.016647,-33.95139192,20,a2f5c55a-7391-4aa7-9d21-12a349c7e15f
SelePa-1398-Ab,RDS086010,NFI001398,Selems Parade,Selems Parade Revesby,CBC,Selems Parade,REVESBY,REVESBY,RDS,A,151.0149478,-33.95106103,20,a3717002-a4e9-4aeb-9d38-dcc8bcbb5071
LakeSt-4023-Bb,RDS528225,NFI004023,Lakemba Street,Lakemba Street Lakemba,CBC,Lakemba Street,ROSELANDS,LAKEMBA,RDS,B,151.0754235,-33.9180967,101,a96450fc-3ffb-490c-9627-b0b13edd9e94
MarcAv-5544-Ac,RDS062050,NFI005544,Marco Avenue,Marco Avenue Revesby,CBC,Marco Avenue,REVESBY,REVESBY,RDS,A,151.0151679,-33.95190697,20,afc354de-9305-4f5b-91fa-02b222495dad
MarcAv-5540-Ab,RDS062055,NFI005540,Marco Avenue,Marco Avenue Revesby,CBC,Marco Avenue,REVESBY,REVESBY,RDS,A,151.0162217,-33.95190748,20,bd406c98-79c8-4fb7-b22d-f694c2bbb481
MattLa-1397-Zz,RDS110910,NFI001397,Matts Lane,Matts Lane Revesby,CBC,Matts Lane,REVESBY,REVESBY,RDS,Z,151.0134673,-33.95126996,20,d884ce1b-ab42-41a1-9b96-3721116e822b
SwanSt-3133-Bb,RDS091110,NFI003133,Swan Street,Swan Street Revesby,CBC,Swan Street,REVESBY,REVESBY,RDS,B,151.0142157,-33.9502595,20,e61d360a-d913-4de6-90d7-1ccafecaab40
EtelSt-4461-Ab,RDS535610,NFI004461,Etela Street,Etela Street Belmore,CBC,Etela Street,ROSELANDS,BELMORE,RDS,A,151.0892713,-33.91536629,104,2d2e3a12-dd17-4d11-b9fd-5f576e93cde0
RedmPa-3944-Ab,RDS536010,NFI003944,Redman Parade,Redman Parade Belmore,CBC,Redman Parade,ROSELANDS,BELMORE,RDS,A,151.0886801,-33.91680065,104,2d911651-9c5e-4107-ba6c-51bdc3436403
TurtLa-3473-Bb,RDS587410,NFI003473,Turton Lane,Turton Lane Belmore,CBC,Turton Lane,CANTERBURY,BELMORE,RDS,B,151.0988517,-33.9288459,119,38d7d491-1901-4aec-8527-08b856ec8299
TurtAv-4807-Ab,RDS587710,NFI004807,Turton Avenue,Turton Avenue Clemton Park,CBC,Turton Avenue,CANTERBURY,CLEMTON PARK,RDS,A,151.0996936,-33.92829544,119,64a71cad-f100-4b22-9361-ef881e98553d
RedmLa-3885-Ab,RDS535420,NFI003885,Redman Lane,Redman Lane Belmore,CBC,Redman Lane,ROSELANDS,BELMORE,RDS,A,151.0873673,-33.91475154,104,95bbe0bd-48ca-4e6f-a354-9add616a883a
BurwRo-4467-Bb,RDS518925,NFI004467,Burwood Road,Burwood Road Belmore,CBC,Burwood Road,ROSELANDS,BELMORE,RDS,B,151.0875209,-33.91595122,104,9994764e-eff9-4c8c-b3be-79c0d9e0a43a
RedmPa-3944-Bb,RDS536010,NFI003944,Redman Parade,Redman Parade Belmore,CBC,Redman Parade,ROSELANDS,BELMORE,RDS,B,151.0891375,-33.91664854,104,b8a73695-97f1-4117-adfc-d0e13cf18908
BurwRo-4462-Bb,RDS518930,NFI004462,Burwood Road,Burwood Road Belmore,CBC,Burwood Road,ROSELANDS,BELMORE,RDS,B,151.0867357,-33.91461254,104,c13958e1-7dac-4de6-b1a1-4667f004dc87
RedmLa-3911-Ab,RDS535410,NFI003911,Redman Lane,Redman Lane Belmore,CBC,Redman Lane,ROSELANDS,BELMORE,RDS,A,151.0882813,-33.91630618,104,d0c52d9b-dc05-43d1-8f7e-0b3ba5fd799e
EtelSt-4461-Bb,RDS535610,NFI004461,Etela Street,Etela Street Belmore,CBC,Etela Street,ROSELANDS,BELMORE,RDS,B,151.0891542,-33.91531047,104,e0205ccd-8ace-42b3-8bec-418938357355
WateRo-6036-Bb,RDS099935,NFI006036,Waterloo Road,Waterloo Road Greenacre,CBC,Waterloo Road,BANKSTOWN,GREENACRE,RDS,B,151.0573815,-33.90579585,75,9c9ec6cd-373c-44d5-a044-3f72f037e894
BoroRo-6037-Bb,RDS012350,NFI006037,Boronia Road,Boronia Road Greenacre,RMS,Boronia Road,BANKSTOWN,GREENACRE,RDS,B,151.0557464,-33.90652106,75,a486afe4-fdb2-4da5-91a5-34c029a748d8
WateRo-5092-Bb,RDS099960,NFI005092,Waterloo Road,Waterloo Road Greenacre,CBC,Waterloo Road,BANKSTOWN,GREENACRE,RDS,B,151.0590214,-33.89603096,75,fb8d8e41-11e3-4430-9742-da1f441fe26f
BeamLa-3819-Ab,RDS521410,NFI003819,Beamish Lane,Beamish Lane Campsie,CBC,Beamish Lane,CANTERBURY,CAMPSIE,RDS,A,151.1044652,-33.9116774,128,00469e98-480d-4abc-84f8-193f4701f4f3
HillSt-4469-Bb,RDS524010,NFI004469,Hill Street,Hill Street Campsie,CBC,Hill Street,CANTERBURY,CAMPSIE,RDS,B,151.1055984,-33.91388052,128,08c3f0c9-41e7-4295-a4f0-24f721a4c939
WellRo-4915-Ab,RDS100705,NFI004915,Wellington Road,Wellington Road Chester Hill,CBC,Wellington Road,BASS HILL,CHESTER HILL,RDS,A,150.9988753,-33.88436238,56,1a4f85e6-f03d-4f1a-9335-5ebb328ff300
WellRo-1667-Bb,RDS100710,NFI001667,Wellington Road,Wellington Road Chester Hill,CBC,Wellington Road,BASS HILL,CHESTER HILL,RDS,B,151.001557,-33.88462918,56,35f2c4c6-7ed0-4e62-945c-e0edf3c2ec8a
BeamSt-3847-Ab,RDS512705,NFI003847,Beamish Street,Beamish Street Campsie,CBC,Beamish Street,CANTERBURY,CAMPSIE,RDS,A,151.1042959,-33.91689729,128,36fd3896-e8f3-4fa9-be4a-928d2dcbc620
BeamSt-4126-Ab,RDS512710,NFI004126,Beamish Street,Beamish Street Campsie,CBC,Beamish Street,CANTERBURY,CAMPSIE,RDS,A,151.1042031,-33.9144346,128,3cdeeff0-dddd-4f50-a9cc-e1fcb9db1caf
WellRo-4915-Bb,RDS100705,NFI004915,Wellington Road,Wellington Road Chester Hill,CBC,Wellington Road,BASS HILL,CHESTER HILL,RDS,B,150.9987839,-33.88425794,56,47909993-08c0-4c99-9ba5-2368f259efea
WellRo-1667-Ab,RDS100710,NFI001667,Wellington Road,Wellington Road Chester Hill,CBC,Wellington Road,BASS HILL,CHESTER HILL,RDS,A,151.0019904,-33.88477895,56,4d85ec75-f87c-4a0c-88b3-b24340976f18
HillSt-4469-Ab,RDS524010,NFI004469,Hill Street,Hill Street Campsie,CBC,Hill Street,CANTERBURY,CAMPSIE,RDS,A,151.1054515,-33.9138358,128,5d5e3b58-3d18-4b4d-9fd5-ad321368d1f8
ChesHi-1873-Bb,RDS020870,NFI001873,Chester Hill Road,Chester Hill Road Chester Hill,CBC,Chester Hill Road,BASS HILL,CHESTER HILL,RDS,B,151.0002487,-33.88534913,56,61728b47-ca7a-41d0-ad56-7c1496e5c317
SoutPa-3842-Ab,RDS521210,NFI003842,South Parade,South Parade Campsie,CBC,South Parade,CANTERBURY,CAMPSIE,RDS,A,151.1053174,-33.91038496,128,6beaf87b-3852-4093-8716-10aec22df6aa
HillLa-4826-Bb,RDS524210,NFI004826,Hill Lane,Hill Lane Campsie,CBC,Hill Lane,CANTERBURY,CAMPSIE,RDS,B,151.1048502,-33.91336543,128,6e841292-a6d5-4f34-add5-f67f0ae36720
ChesHi-1873-Ab,RDS020870,NFI001873,Chester Hill Road,Chester Hill Road Chester Hill,CBC,Chester Hill Road,BASS HILL,CHESTER HILL,RDS,A,151.0003446,-33.88562157,56,7d5500ac-0f1e-4a92-ae1a-a5e08d05384c
EvalSt-3820-Ab,RDS521340,NFI003820,Evaline Street,Evaline Street Campsie,CBC,Evaline Street,CANTERBURY,CAMPSIE,RDS,A,151.1054247,-33.91257631,128,8355c330-a63a-472a-9778-cdf7e575c39d
BeamSt-4097-Bb,RDS512720,NFI004097,Beamish Street,Beamish Street Campsie,CBC,Beamish Street,CANTERBURY,CAMPSIE,RDS,B,151.1037165,-33.91045151,128,856f3cdc-54e4-40ae-8c35-8bca7f8a9421
HillLa-4825-Bb,RDS524220,NFI004825,Hill Lane,Hill Lane Campsie,CBC,Hill Lane,CANTERBURY,CAMPSIE,RDS,B,151.1045609,-33.91321599,128,910bde60-4050-4de8-a00d-abff48bdb988
HectSt-4969-Bb,RDS043040,NFI004969,Hector Street,Hector Street Chester Hill,CBC,Hector Street,BASS HILL,CHESTER HILL,RDS,B,151.0056238,-33.88935055,56,9972fe0b-b9b7-4600-a0cf-f713877d1a4c
SingLa-1669-Ab,RDS144910,NFI001669,Singh Lane,Singh Lane Chester Hill,CBC,Singh Lane,BASS HILL,CHESTER HILL,RDS,A,151.0010574,-33.88431551,56,9ef8bb12-74dd-4890-8346-6ced12b39cc6
SingLa-1669-Bb,RDS144910,NFI001669,Singh Lane,Singh Lane Chester Hill,CBC,Singh Lane,BASS HILL,CHESTER HILL,RDS,B,151.0010399,-33.88423357,56,c1cbc84c-e0a8-44a3-abc6-344a48b016d6
EvalSt-3820-Bb,RDS521340,NFI003820,Evaline Street,Evaline Street Campsie,CBC,Evaline Street,CANTERBURY,CAMPSIE,RDS,B,151.1053292,-33.91250819,128,db7878d0-2a27-49c3-b3d7-006da5797302
BeamLa-3819-Bb,RDS521410,NFI003819,Beamish Lane,Beamish Lane Campsie,CBC,Beamish Lane,CANTERBURY,CAMPSIE,RDS,B,151.1044547,-33.91146515,128,ddb0c593-2e84-4042-a249-953dfe8daa28
BeamSt-4650-Ab,RDS512715,NFI004650,Beamish Street,Beamish Street Campsie,CBC,Beamish Street,CANTERBURY,CAMPSIE,RDS,A,151.1040035,-33.91191763,128,e171ccce-2287-43c1-9785-7f320ddee410
SoutPa-3842-Bb,RDS521210,NFI003842,South Parade,South Parade Campsie,CBC,South Parade,CANTERBURY,CAMPSIE,RDS,B,151.1053297,-33.91028931,128,e97058e0-d658-410b-8d73-886d705e1ca2
HaroSt-4733-Ab,RDS521510,NFI004733,Harold Street,Harold Street Campsie,CBC,Harold Street,CANTERBURY,CAMPSIE,RDS,A,151.1048944,-33.91098614,128,f82d3c66-739a-40d5-9fb1-1a74354e4fab
MainSt-4426-Cc,RDS580420,NFI004426,Main Street,Main Street Earlwood,CBC,Main Street,CANTERBURY,EARLWOOD,RDS,C,151.1128974,-33.927337,117,0189a663-22c7-4b1b-a324-967ed0a215f9
