MTMZCode,Buffer,Asset_ID,NF_ID,Named_Faci,Address,Ownership,Parent_Nam,WardName,SUBURB_NAM,Parenttype,SimpleCode,x,y,Tree_zone,_created,_created_b,_modified,_modified_,_sync_date,_id
RCA-0567-82-P,750,RCA00112,NFI000567,Salamander Reserve,8A Salamander Place Mount Lewis,CBC,Salamander Reserve,BANKSTOWN,MOUNT LEWIS,RCA,P,,,82,14:30.0,robert.noar,30:23.0,robert.noar,30:23.0,d088ce34-76d4-412f-89de-9ff7fa6c6a0a
RCA-0567-82-P,750,RCA00112,NFI000567,Salamander Reserve,8A Salamander Place Mount Lewis,CBC,Salamander Reserve,BANKSTOWN,MOUNT LEWIS,RCA,P,,,82,14:30.0,robert.noar,30:23.0,robert.noar,30:23.0,d8993c94-c4b1-4e8b-b5d1-10711654a55a
DR-0231-83-P,750,,NFI000231,Drainage Reserve,28A Lancaster Avenue,CBC,Drainage Reserve,BANKSTOWN,PUNCHBOWL,DR,P,,,83,14:30.0,robert.noar,30:23.0,robert.noar,30:23.0,e121c4f1-1e59-4b5a-a977-71755dee20ef
RCA-0567-82-P,750,RCA00112,NFI000567,Salamander Reserve,8A Salamander Place Mount Lewis,CBC,Salamander Reserve,BANKSTOWN,MOUNT LEWIS,RCA,P,,,82,14:30.0,robert.noar,30:23.0,robert.noar,30:23.0,eb0e873d-4777-47aa-badf-71a32bd50b31
TfN-6126-45-P,750,,NFI006126,Bankstown Railway Line,,CBC,Bankstown Railway Line,BANKSTOWN,YAGOONA,TfN,P,,,45,14:30.0,robert.noar,30:24.0,robert.noar,30:24.0,2c66a3ea-ce27-4338-9cd2-cbce18bbd7a7
RCA-0604-129-P,750,RCA00899,NFI000604,Mildura Reserve,85B-85C Brighton Avenue Croydon Park NSW 2133,CBC,Mildura Reserve,CANTERBURY,CAMPSIE,RCA,P,,,129,14:30.0,robert.noar,30:24.0,robert.noar,30:24.0,6186d6eb-e2b1-4bf7-a9f4-a982b78a3213
RCA-0779-45-P,750,RCA00220,NFI000779,Brancourt Reserve,55A Brancourt Avenue Bankstown,CBC,Brancourt Reserve,BANKSTOWN,BANKSTOWN,RCA,P,,,45,14:30.0,robert.noar,30:24.0,robert.noar,30:24.0,744e2fcd-6bc3-45ce-aa46-04bb3d637755
RCA-0809-98-P,750,RCA00754,NFI000809,Scott Reserve,1292 Canterbury Road Roselands NSW 2196,CBC,Scott Reserve,ROSELANDS,ROSELANDS,RCA,P,,,98,14:30.0,robert.noar,30:24.0,robert.noar,30:24.0,989ba1f8-a1da-4eca-817f-ef9e31b8cd22
DR-0391-84-P,750,,NFI000391,Drainage Reserve,4A Warwick Street,CBC,Drainage Reserve,BANKSTOWN,PUNCHBOWL,DR,P,,,84,14:30.0,robert.noar,30:24.0,robert.noar,30:24.0,a59a3851-3a5b-46bc-8f86-049c45dbe1a9
UNP-1165-99-P,750,,NFI001165,Unnamed Pathway,22A Warren Parade Punchbowl NSW 2196,CBC,Unnamed Pathway,ROSELANDS,PUNCHBOWL,UNP,P,,,99,14:30.0,robert.noar,30:24.0,robert.noar,30:24.0,b552524c-f829-4aa3-9246-a6f5c5ab7ee9
LakeSt-4131-Ab,500,RDS528235,NFI004131,Lakemba Street,Lakemba Street Lakemba,CBC,Lakemba Street,ROSELANDS,LAKEMBA,RDS,A,151.0798872,-33.91635568,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,07755560-33ba-44d3-8f9f-5bd515ab6b9e
StatRo-3859-Bb,500,RDS534950,NFI003859,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,B,151.0858271,-33.91575538,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,0acd4ae6-a55a-4726-9220-5310152a6c9a
StatRo-3859-Ab,500,RDS534950,NFI003859,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,A,151.0857947,-33.9158176,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,0c55d591-6ece-426a-9fcb-089088980faa
StatRo-4693-Bb,500,RDS534920,NFI004693,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,B,151.0829213,-33.91694456,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,169d13ae-ca00-4b9d-a245-71d6b6221ac3
BeamSt-4095-Bb,500,RDS512735,NFI004095,Beamish Street,Beamish Street Campsie,CBC,Beamish Street,CANTERBURY,CAMPSIE,RDS,B,151.1031759,-33.90527782,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,16ab47a2-98e3-4915-9ce6-c952c64340fb
MoreSt-3878-Ab,500,RDS533850,NFI003878,Moreton Street,Moreton Street Lakemba,CBC,Moreton Street,ROSELANDS,LAKEMBA,RDS,A,151.0811691,-33.9172053,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,189ea996-1cbb-43f4-a40a-5c17e110d551
DeanAv-3852-Bb,500,RDS536710,NFI003852,Dean Avenue,Dean Avenue Belmore,CBC,Dean Avenue,ROSELANDS,BELMORE,RDS,B,151.0871163,-33.91638554,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,19b1b791-f9c7-437d-870c-459240915b92
SecoAv-4090-Bb,500,RDS517220,NFI004090,Second Avenue,Second Avenue Campsie,CBC,Second Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0958577,-33.90682949,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,1d88644a-714c-4231-90d3-eef40a119f17
StatRo-4692-Ab,500,RDS534930,NFI004692,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,A,151.0839793,-33.91656125,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,2173ecd1-84b6-4387-9a74-5e51ae84d6fc
SecoAv-3875-Bb,500,RDS517210,NFI003875,Second Avenue,Second Avenue Campsie,CBC,Second Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0965196,-33.90880317,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,23059669-8649-4ecd-b8da-e01f23463bd5
BeamSt-4096-Ab,500,RDS512730,NFI004096,Beamish Street,Beamish Street Campsie,CBC,Beamish Street,CANTERBURY,CAMPSIE,RDS,A,151.10314,-33.90746545,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,23dd02de-2a20-47ac-adc5-41b532629cac
LakeSt-4132-Ab,500,RDS528230,NFI004132,Lakemba Street,Lakemba Street Lakemba,CBC,Lakemba Street,ROSELANDS,LAKEMBA,RDS,A,151.0776185,-33.91730259,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,24458a8c-c91c-4eaa-adbc-24961a60379e
StatRo-3865-Ab,500,RDS534940,NFI003865,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,A,151.0848782,-33.91619402,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,2b6cce92-7fdc-46e9-bfaa-a4accdc2b082
PeelSt-4313-Ab,500,RDS535030,NFI004313,Peel Street,Peel Street Belmore,CBC,Peel Street,ROSELANDS,BELMORE,RDS,A,151.0821717,-33.91667351,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,2ecd6116-0c9a-4071-8fc5-19196c63f0d4
SecoAv-3875-Ab,500,RDS517210,NFI003875,Second Avenue,Second Avenue Campsie,CBC,Second Avenue,CANTERBURY,CAMPSIE,RDS,A,151.0963812,-33.90873414,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,306e9cdc-7f95-4a60-b44b-8fe94e0df661
CleaAv-5742-Ab,500,RDS536510,NFI005742,Cleary Avenue,Cleary Avenue Belmore,CBC,Cleary Avenue,ROSELANDS,BELMORE,RDS,A,151.0864746,-33.91635443,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,36078fe5-779c-4d14-a9d2-87cf265a8dda
SixtAv-3829-Bb,500,RDS516810,NFI003829,Sixth Avenue,Sixth Avenue Campsie,CBC,Sixth Avenue,CANTERBURY,CAMPSIE,RDS,B,151.1020572,-33.90746513,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,39477b24-2be0-4484-8822-ca37e09aca0a
RailPa-3919-Ac,500,RDS530140,NFI003919,Railway Parade,Railway Parade Lakemba,CBC,Railway Parade,ROSELANDS,LAKEMBA,RDS,A,151.0803512,-33.91837004,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,3cb19a2a-05a6-43a6-8256-026a77ce4de9
SixtAv-4094-Ab,500,RDS516820,NFI004094,Sixth Avenue,Sixth Avenue Campsie,CBC,Sixth Avenue,CANTERBURY,CAMPSIE,RDS,A,151.1012902,-33.90552051,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,3eee0349-fa1d-4707-b1d6-327f324c2903
FourAv-4091-Bb,500,RDS517020,NFI004091,Fourth Avenue,Fourth Avenue Campsie,CBC,Fourth Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0987904,-33.90614407,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,40529d7d-e201-42a1-9994-65a53315a9a3
ThirAv-4092-Ab,500,RDS517120,NFI004092,Third Avenue,Third Avenue Campsie,CBC,Third Avenue,CANTERBURY,CAMPSIE,RDS,A,151.0971919,-33.90641449,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,46191f13-d14b-4fa1-82dd-2887734168d0
BurwRo-4462-Ab,500,RDS518930,NFI004462,Burwood Road,Burwood Road Belmore,CBC,Burwood Road,ROSELANDS,BELMORE,RDS,A,151.0865374,-33.91448753,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,49950726-46f0-45a3-acae-248cab7a78f2
FirsAv-3893-Bb,500,RDS517310,NFI003893,First Avenue,First Avenue Campsie,CBC,First Avenue,CANTERBURY,CAMPSIE,RDS,B,151.095059,-33.90916707,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,49b40c40-92d5-4c6b-95e4-fc00d39aa448
StatRo-4693-Ab,500,RDS534920,NFI004693,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,A,151.0830587,-33.91693615,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,4de5bf64-e856-4d9a-b497-5e64a65f86a8
CleaLa-3917-Bb,500,RDS536610,NFI003917,Cleary Lane,Cleary Lane Belmore,CBC,Cleary Lane,ROSELANDS,BELMORE,RDS,B,151.0869038,-33.91590885,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,4e134401-a5e7-44b9-90d9-a57bce278ec1
FourAv-4091-Ab,500,RDS517020,NFI004091,Fourth Avenue,Fourth Avenue Campsie,CBC,Fourth Avenue,CANTERBURY,CAMPSIE,RDS,A,151.0986578,-33.90608224,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,511b8b59-46cb-4529-b0bb-e35250d7a357
CleaAv-5741-Bb,500,RDS536520,NFI005741,Cleary Avenue,Cleary Avenue Belmore,CBC,Cleary Avenue,ROSELANDS,BELMORE,RDS,B,151.0858197,-33.91502391,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,51402ebc-7cea-4f2d-a5bc-fab6094563fe
BranSt-4794-Ab,500,RDS535110,NFI004794,Brande Street,Brande Street Belmore,CBC,Brande Street,ROSELANDS,BELMORE,RDS,A,151.0835567,-33.91713556,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,55bad3ae-4119-415a-8570-0c1dfec3bb94
CleaAv-5742-Bb,500,RDS536510,NFI005742,Cleary Avenue,Cleary Avenue Belmore,CBC,Cleary Avenue,ROSELANDS,BELMORE,RDS,B,151.0865169,-33.9162172,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,5f391553-0cbc-4043-a2e9-0d82ec82e7ff
StatRo-4498-Bb,500,RDS534910,NFI004498,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,B,151.0821456,-33.91725894,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,5f9a8538-d9e4-4cf6-b595-34a9b37e978d
LakeSt-4130-Ab,500,RDS528240,NFI004130,Lakemba Street,Lakemba Street Belmore,CBC,Lakemba Street,ROSELANDS,BELMORE,RDS,A,151.0822783,-33.91556255,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,61683a4d-28a3-493c-9b7c-bb8295abd767
ThirAv-4092-Bb,500,RDS517120,NFI004092,Third Avenue,Third Avenue Campsie,CBC,Third Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0973228,-33.90645622,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,63e54bfc-83f4-449d-957a-573ab1579ced
ThirAv-3823-Bb,500,RDS517110,NFI003823,Third Avenue,Third Avenue Campsie,CBC,Third Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0979934,-33.90848404,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,6661f5e1-56e8-4919-9f1d-ebf878900016
RailPa-4739-Ab,500,RDS530150,NFI004739,Railway Parade,Railway Parade Belmore,CBC,Railway Parade,ROSELANDS,BELMORE,RDS,A,151.0834537,-33.91759965,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,66a98b89-bcd7-4f60-80dc-a2239fe20e99
BurwRo-4467-Ab,500,RDS518925,NFI004467,Burwood Road,Burwood Road Belmore,CBC,Burwood Road,ROSELANDS,BELMORE,RDS,A,151.0874493,-33.91603935,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,687cb928-876a-48e6-b9a1-fdbbeb325b87
SecoAv-4090-Ab,500,RDS517220,NFI004090,Second Avenue,Second Avenue Campsie,CBC,Second Avenue,CANTERBURY,CAMPSIE,RDS,A,151.0957221,-33.9067586,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,690c2881-13ac-46f6-864f-abbd33fad6be
BrigAv-3774-Bb,500,RDS501310,NFI003774,Brighton Avenue,Brighton Avenue Campsie,CBC,Brighton Avenue,CANTERBURY,CAMPSIE,RDS,B,151.1042152,-33.90576941,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,6d09a25a-7077-4556-93a6-738326008af0
RailPa-4221-Ab,500,RDS530130,NFI004221,Railway Parade,Railway Parade Lakemba,CBC,Railway Parade,ROSELANDS,LAKEMBA,RDS,A,151.0780003,-33.91916434,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,6d9c0fd3-fd39-4bc0-a193-bd2bdeac161a
RachLa-3915-Ab,500,RDS536810,NFI003915,Rachel Lane,Rachel Lane Belmore,CBC,Rachel Lane,ROSELANDS,BELMORE,RDS,A,151.0872485,-33.91663822,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,70dc89f7-69f4-48b9-bf2a-f4cb2acf5661
OxfoSt-3920-Bb,500,RDS535210,NFI003920,Oxford Street,Oxford Street Belmore,CBC,Oxford Street,ROSELANDS,BELMORE,RDS,B,151.0842718,-33.91615777,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,73a8c972-8033-4083-a516-d6f29f6db799
HaldSt-4222-Bb,500,RDS533340,NFI004222,Haldon Street,Haldon Street Lakemba,CBC,Haldon Street,ROSELANDS,LAKEMBA,RDS,B,151.0765825,-33.91893972,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,773d1cdd-b0af-447d-8cde-5202185dc767
DennSt-3889-Bb,500,RDS533640,NFI003889,Dennis Street,Dennis Street Lakemba,CBC,Dennis Street,ROSELANDS,LAKEMBA,RDS,B,151.0788195,-33.91783493,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,7918d56b-baf4-4ba5-8255-a62981c3fdab
FourAv-3793-Ab,500,RDS517010,NFI003793,Fourth Avenue,Fourth Avenue Campsie,CBC,Fourth Avenue,CANTERBURY,CAMPSIE,RDS,A,151.0993142,-33.90805042,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,79597b12-da7b-46b1-9780-64231a5f2c3d
BelmAv-4740-Ab,500,RDS535310,NFI004740,Belmore Avenue,Belmore Avenue Belmore,CBC,Belmore Avenue,ROSELANDS,BELMORE,RDS,A,151.0851172,-33.91598572,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,79d59e3d-d67e-4e63-a57b-f6ec46c094a6
DeanAv-3852-Ab,500,RDS536710,NFI003852,Dean Avenue,Dean Avenue Belmore,CBC,Dean Avenue,ROSELANDS,BELMORE,RDS,A,151.0871005,-33.91634387,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,7bda15b4-c354-4404-8938-d765a55cefc0
RailPa-3919-Bc,500,RDS530140,NFI003919,Railway Parade,Railway Parade Lakemba,CBC,Railway Parade,ROSELANDS,LAKEMBA,RDS,B,151.0803856,-33.91825843,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,7d1d815c-282d-4957-b5b2-3d30307dc4aa
FourAv-3793-Bb,500,RDS517010,NFI003793,Fourth Avenue,Fourth Avenue Campsie,CBC,Fourth Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0994455,-33.90810613,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,7dd27817-7898-43f7-af08-7b941b855631
StatRo-4314-Ab,500,RDS534960,NFI004314,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,A,151.0865873,-33.91549554,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,81b1845d-bdb6-4d8e-bd03-fec0596bc1ce
CleaLa-3917-Ab,500,RDS536610,NFI003917,Cleary Lane,Cleary Lane Belmore,CBC,Cleary Lane,ROSELANDS,BELMORE,RDS,A,151.0868531,-33.91588314,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,86f4ede8-854f-4725-8917-8e820e362d09
RailPa-4221-Bb,500,RDS530130,NFI004221,Railway Parade,Railway Parade Lakemba,CBC,Railway Parade,ROSELANDS,LAKEMBA,RDS,B,151.0780375,-33.91905407,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,8a9f2734-1df2-48e3-929c-aa96288828f6
StatRo-4498-Ab,500,RDS534910,NFI004498,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,A,151.0822209,-33.91727542,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,90dd4090-ab28-4809-a7c5-fc028372d9cc
ThirAv-3823-Ab,500,RDS517110,NFI003823,Third Avenue,Third Avenue Campsie,CBC,Third Avenue,CANTERBURY,CAMPSIE,RDS,A,151.0978583,-33.90841555,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,947d811f-bd0d-4c21-8d94-56a3f51f6483
StatRo-3865-Bb,500,RDS534940,NFI003865,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,B,151.084637,-33.91624116,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,96ecc8e1-9346-4cb2-954f-7325e471b45c
RailPa-3919-Cc,500,RDS530140,NFI003919,Railway Parade,Railway Parade Lakemba,CBC,Railway Parade,ROSELANDS,LAKEMBA,RDS,C,151.0807352,-33.91818418,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,980c2b35-93ad-4095-885d-5649d041f351
TaylSt-3876-Bb,500,RDS533740,NFI003876,Taylor Street,Taylor Street Lakemba,CBC,Taylor Street,ROSELANDS,LAKEMBA,RDS,B,151.0798705,-33.91740855,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,9bfc02e4-fdcd-4267-974a-ecbae5642371
NintAv-5711-Bb,500,RDS526330,NFI005711,Ninth Avenue,Ninth Avenue Campsie,CBC,Ninth Avenue,CANTERBURY,CAMPSIE,RDS,B,151.1013803,-33.9086078,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,9c7e5120-05ff-4c88-adce-883510028784
DennSt-3889-Ab,500,RDS533640,NFI003889,Dennis Street,Dennis Street Lakemba,CBC,Dennis Street,ROSELANDS,LAKEMBA,RDS,A,151.0786961,-33.91783287,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,9ed95a9e-b915-402c-8f21-9ad30b7fc976
LakeSt-4539-Ab,500,RDS528245,NFI004539,Lakemba Street,Lakemba Street Belmore,CBC,Lakemba Street,ROSELANDS,BELMORE,RDS,A,151.0848667,-33.91450703,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,a219d839-c6f1-430b-9881-43a30658bded
RailPa-4739-Bb,500,RDS530150,NFI004739,Railway Parade,Railway Parade Belmore,CBC,Railway Parade,ROSELANDS,BELMORE,RDS,B,151.0834468,-33.91751543,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,a328316c-9d96-4328-a196-56b3d197cc8f
RachLa-3915-Bb,500,RDS536810,NFI003915,Rachel Lane,Rachel Lane Belmore,CBC,Rachel Lane,ROSELANDS,BELMORE,RDS,B,151.0871731,-33.91657381,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,a97a1eb8-2748-4d65-b327-f205ea55b638
BranSt-4694-Bb,500,RDS535120,NFI004694,Brande Street,Brande Street Belmore,CBC,Brande Street,ROSELANDS,BELMORE,RDS,B,151.0830901,-33.91606454,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,af01e60d-1861-47de-bad9-fb9ccd1545fd
SixtAv-3829-Ab,500,RDS516810,NFI003829,Sixth Avenue,Sixth Avenue Campsie,CBC,Sixth Avenue,CANTERBURY,CAMPSIE,RDS,A,151.101942,-33.90746092,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,b00072ba-9a4c-4a3b-8d75-77268fb0cbc1
CleaAv-5741-Ab,500,RDS536520,NFI005741,Cleary Avenue,Cleary Avenue Belmore,CBC,Cleary Avenue,ROSELANDS,BELMORE,RDS,A,151.0857262,-33.91507538,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,b030ceda-9e66-4bd3-8b7a-ee83d6a8a390
SixtAv-4094-Bb,500,RDS516820,NFI004094,Sixth Avenue,Sixth Avenue Campsie,CBC,Sixth Avenue,CANTERBURY,CAMPSIE,RDS,B,151.1013801,-33.90545035,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,b64ec04b-f223-4a51-a324-2d87a57edf6d
BranSt-4794-Bb,500,RDS535110,NFI004794,Brande Street,Brande Street Belmore,CBC,Brande Street,ROSELANDS,BELMORE,RDS,B,151.0836788,-33.91712841,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,be86e39a-c8fe-47b6-b581-3c31a739cd1d
StatRo-4314-Bb,500,RDS534960,NFI004314,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,B,151.0864751,-33.91549322,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,c86efcc4-3b5e-4e54-befb-48473bfe6dda
OxfoSt-3920-Ab,500,RDS535210,NFI003920,Oxford Street,Oxford Street Belmore,CBC,Oxford Street,ROSELANDS,BELMORE,RDS,A,151.0841402,-33.91614517,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,cbed8f27-2e3f-4de4-a5d0-2f4f96a453e5
TaylSt-3876-Ab,500,RDS533740,NFI003876,Taylor Street,Taylor Street Lakemba,CBC,Taylor Street,ROSELANDS,LAKEMBA,RDS,A,151.079963,-33.9173558,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,d5923b09-3977-44e5-8b66-6fd493b96a06
BelmAv-4740-Bb,500,RDS535310,NFI004740,Belmore Avenue,Belmore Avenue Belmore,CBC,Belmore Avenue,ROSELANDS,BELMORE,RDS,B,151.0852344,-33.91597258,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,d5aa3f82-7f83-47b1-b6d4-ddc87d2e4e86
BranSt-4694-Ab,500,RDS535120,NFI004694,Brande Street,Brande Street Belmore,CBC,Brande Street,ROSELANDS,BELMORE,RDS,A,151.0829742,-33.91607203,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,d75db54f-6f00-43f9-830d-2425273b8c4c
NintAv-5712-Bb,500,RDS526320,NFI005712,Ninth Avenue,Ninth Avenue Campsie,CBC,Ninth Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0981719,-33.90935946,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,e427355b-9ec3-4c7e-8355-f454dc1205be
PeelSt-4313-Bb,500,RDS535030,NFI004313,Peel Street,Peel Street Belmore,CBC,Peel Street,ROSELANDS,BELMORE,RDS,B,151.0822962,-33.91667793,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,e6bb877d-16d4-4e10-a123-01474d9ec589
QuigSt-4006-Bb,500,RDS533540,NFI004006,Quigg Street,Quigg Street Lakemba,CBC,Quigg Street,ROSELANDS,LAKEMBA,RDS,B,151.0776448,-33.91823432,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,e77c9b2a-e82b-48f2-bb14-3d8d926fc069
MoreSt-3878-Bb,500,RDS533850,NFI003878,Moreton Street,Moreton Street Lakemba,CBC,Moreton Street,ROSELANDS,LAKEMBA,RDS,B,151.08129,-33.91721215,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,e7d93756-518b-4b5f-bf4c-9039e4c93b5d
BeamSt-4095-Ab,500,RDS512735,NFI004095,Beamish Street,Beamish Street Campsie,CBC,Beamish Street,CANTERBURY,CAMPSIE,RDS,A,151.1030707,-33.90533969,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,e8c45091-3646-4c6f-9984-aa6a4e638e78
QuigSt-4006-Ab,500,RDS533540,NFI004006,Quigg Street,Quigg Street Lakemba,CBC,Quigg Street,ROSELANDS,LAKEMBA,RDS,A,151.0775959,-33.91836229,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,f5a5df73-4e2d-49e2-9023-db267f561a2b
StatRo-4692-Bb,500,RDS534930,NFI004692,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,B,151.0837866,-33.91659165,105,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,fd94c357-9d95-44c7-bfd0-f8c55439e3b3
ColeLa-2710-Ab,500,RDS114210,NFI002710,Cole Lane,Cole Lane Bankstown,CBC,Cole Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.032316,-33.91678773,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,06a5853d-3334-424d-a8c3-6c6728c1c48f
GordSt-2507-Ab,500,RDS038810,NFI002507,Gordon Street,Gordon Street Bankstown,CBC,Gordon Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0302812,-33.91536931,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,07422e8c-c4cf-408f-9bec-09988bd6b79c
ReynAv-2957-Ab,500,RDS080910,NFI002957,Reynolds Avenue,Reynolds Avenue Bankstown,CBC,Reynolds Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0297918,-33.91356569,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,0762c7e9-8e02-4b15-b0d9-dd7c0c1bb6e6
MereSt-6080-Cc,500,RDS065020,NFI006080,Meredith Street,Meredith Street Bankstown,CBC,Meredith Street,BANKSTOWN,BANKSTOWN,RDS,C,151.0319818,-33.91429457,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,079c13d1-3954-4744-a870-3708da3d9976
DepoPl-2509-Bc,500,RDS107910,NFI002509,Depot Place,Depot Place Bankstown,CBC,Depot Place,BANKSTOWN,BANKSTOWN,RDS,B,151.0320307,-33.91746956,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,084ac173-c185-4f63-a663-f2b59d722a09
MariSt-6090-Cc,500,RDS062496,NFI006090,Marion Street,Marion Street Bankstown,CBC,Marion Street,BANKSTOWN,BANKSTOWN,RDS,C,151.0310117,-33.9174094,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,22a6069f-1b98-4594-aae6-78f3fa33bdc0
