MTMZCode,Buffer,Asset_ID,NF_ID,Named_Faci,Address,Ownership,Parent_Nam,WardName,SUBURB_NAM,Parenttype,SimpleCode,x,y,Tree_zone,_created,_created_b,_modified,_modified_,_sync_date,_id
BelmRo-4156-Bb,750,RDS549890,NFI004156,Belmore Road,Belmore Road Punchbowl,CBC,Belmore Road,ROSELANDS,PUNCHBOWL,RDS,B,151.0561068,-33.93274507,96,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,83a7e9a7-e125-49aa-8b4b-236094494e33
MariSt-5671-Ab,750,RDS062475,NFI005671,Marion Street,Marion Street Bankstown,CBC,Marion Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0224601,-33.91740698,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,ab3fcb63-1fe8-4946-9627-dd0ae846f76a
CambAv-2614-Bb,750,RDS016810,NFI002614,Cambridge Avenue,Cambridge Avenue Bankstown,CBC,Cambridge Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0229572,-33.92066683,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,b505b2d0-feb0-4426-84fb-c7d625ffb27d
PrinAv-5523-Bb,750,RDS077620,NFI005523,Pringle Avenue,Pringle Avenue Bankstown,CBC,Pringle Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0236707,-33.92218187,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,bb772d46-524f-4093-acd4-9c41425a9d29
CherAv-2615-Ab,750,RDS020710,NFI002615,Chertsey Avenue,Chertsey Avenue Bankstown,CBC,Chertsey Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0245145,-33.92316937,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,c049ef26-9c21-4167-a047-1ae760af6909
YorkSt-3157-Ab,750,RDS105030,NFI003157,York Street,York Street Condell Park,CBC,York Street,REVESBY,CONDELL PARK,RDS,A,151.0218365,-33.91930976,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,dd76bafd-64a8-45d6-8643-b5523030a6d7
MallSt-3418-Bb,750,RDS509710,NFI003418,Malleny Street,Malleny Street Ashbury,CBC,Malleny Street,CANTERBURY,ASHBURY,RDS,B,151.1144027,-33.90299025,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,05214a6b-53c2-4d07-8b28-3fcde7d01ca2
ChevSt-3214-Bb,750,RDS509620,NFI003214,Cheviot Street,Cheviot Street Ashbury,CBC,Cheviot Street,CANTERBURY,ASHBURY,RDS,B,151.1156972,-33.90241964,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,0ce91ace-250b-49c4-9387-839cfbbef1dc
UnnaPa-4379-Ab,750,RDS510010,NFI004379,Unnamed Pathway,Unnamed Pathway Croydon Park,CBC,Unnamed Pathway,CANTERBURY,CROYDON PARK,RDS,A,151.1110688,-33.90298737,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,1bdabfa9-defb-4749-822d-628ce816344c
HarmSt-3442-Ab,750,RDS509810,NFI003442,Harmony Street,Harmony Street Ashbury,CBC,Harmony Street,CANTERBURY,ASHBURY,RDS,A,151.113177,-33.9031103,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,2bd9dcc9-6c41-47c1-9a39-5c33926a6b58
HaySt-4371-Ab,750,RDS507110,NFI004371,Hay Street,Hay Street Ashbury,CBC,Hay Street,CANTERBURY,ASHBURY,RDS,A,151.1122213,-33.90185935,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,338a00f7-433f-4c72-8a59-35a1f9b34c9e
CrieSt-3431-Ab,750,RDS508420,NFI003431,Crieff Street,Crieff Street Ashbury,CBC,Crieff Street,CANTERBURY,ASHBURY,RDS,A,151.113392,-33.90228202,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,51bd1d14-2617-485e-8c25-70da57d1f0db
CroyAv-4695-Bb,750,RDS501410,NFI004695,Croydon Avenue,Croydon Avenue Croydon Park,CBC,Croydon Avenue,CANTERBURY,CROYDON PARK,RDS,B,151.1102583,-33.90171439,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,5913a74a-5766-42cc-8a4d-3e98a6f1c8d3
MallSt-3418-Ab,750,RDS509710,NFI003418,Malleny Street,Malleny Street Ashbury,CBC,Malleny Street,CANTERBURY,ASHBURY,RDS,A,151.1145212,-33.90288505,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,5ae0918e-40ef-40e6-bfc1-fb696d560ad2
CoorAv-4378-Bb,750,RDS509910,NFI004378,Coorilla Avenue,Coorilla Avenue Croydon Park,CBC,Coorilla Avenue,CANTERBURY,CROYDON PARK,RDS,B,151.1110962,-33.90237521,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,6710f707-4581-4340-8c75-9d53dcc2661e
ChevSt-3214-Ab,750,RDS509620,NFI003214,Cheviot Street,Cheviot Street Ashbury,CBC,Cheviot Street,CANTERBURY,ASHBURY,RDS,A,151.1157655,-33.90257025,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,6fea5a9d-7e63-4b07-8977-9b68d1ba3a67
UnnaPa-4760-Zz,750,RDS595910,NFI004760,Unnamed Pathway,Unnamed Pathway Ashbury,CBC,Unnamed Pathway,CANTERBURY,ASHBURY,RDS,Z,151.1162603,-33.9019742,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,949c4dcc-176d-444a-969c-c05c76b6b028
CoorAv-4378-Ab,750,RDS509910,NFI004378,Coorilla Avenue,Coorilla Avenue Croydon Park,CBC,Coorilla Avenue,CANTERBURY,CROYDON PARK,RDS,A,151.1111748,-33.90241838,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,b5fd9eed-b2e4-4006-a143-1563b3baacd7
CrieSt-3431-Bb,750,RDS508420,NFI003431,Crieff Street,Crieff Street Ashbury,CBC,Crieff Street,CANTERBURY,ASHBURY,RDS,B,151.11328,-33.90227454,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,c1aacbb8-8c75-47d0-b098-0d49ed9de085
CroyAv-4695-Ab,750,RDS501410,NFI004695,Croydon Avenue,Croydon Avenue Croydon Park,CBC,Croydon Avenue,CANTERBURY,CROYDON PARK,RDS,A,151.1104236,-33.90172513,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,c7502e1d-f662-4afd-bc5c-4054404e8d71
HaySt-4371-Bb,750,RDS507110,NFI004371,Hay Street,Hay Street Ashbury,CBC,Hay Street,CANTERBURY,ASHBURY,RDS,B,151.1121144,-33.90185759,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,d2653652-9abe-443d-a0e8-e30b1fae9761
HarmSt-3442-Bb,750,RDS509810,NFI003442,Harmony Street,Harmony Street Ashbury,CBC,Harmony Street,CANTERBURY,ASHBURY,RDS,B,151.1133409,-33.90321366,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,d8863459-1379-49e6-b82a-387fc7f75686
UnnaPa-4379-Bb,750,RDS510010,NFI004379,Unnamed Pathway,Unnamed Pathway Croydon Park,CBC,Unnamed Pathway,CANTERBURY,CROYDON PARK,RDS,B,151.1110478,-33.90298622,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,db757b43-c0f9-4bdb-b655-42dbf6434359
UnnaPa-4761-Zz,750,RDS600310,NFI004761,Unnamed Pathway,Unnamed Pathway Ashbury,CBC,Unnamed Pathway,CANTERBURY,ASHBURY,RDS,Z,151.1155739,-33.90276877,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,fb0274fe-af87-4832-8958-2bcf78674897
StatSt-3881-Bb,750,RDS519510,NFI003881,Statham Street,Statham Street Belfield,CBC,Statham Street,CANTERBURY,BELFIELD,RDS,B,151.0932866,-33.90723019,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,0101f4c1-907c-4273-9450-c5ff3e43d121
LincSt-4050-Bb,750,RDS518310,NFI004050,Lincoln Street,Lincoln Street Belfield,CBC,Lincoln Street,CANTERBURY,BELFIELD,RDS,B,151.091949,-33.90738473,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,314762d4-0916-45d3-8b7d-2d57e11cc828
FirsAv-4622-Ab,750,RDS517330,NFI004622,First Avenue,First Avenue Belfield,CBC,First Avenue,CANTERBURY,BELFIELD,RDS,A,151.0936546,-33.90530147,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,3cbb55aa-6c41-4e36-9116-67be9a700330
MichAv-6097-Ac,750,RDS519410,NFI006097,Michael Avenue,Michael Avenue Belfield,CBC,Michael Avenue,CANTERBURY,BELFIELD,RDS,A,151.0918063,-33.9093868,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,4963d764-58f7-43f9-a40d-682dc925475e
StatSt-3881-Ab,750,RDS519510,NFI003881,Statham Street,Statham Street Belfield,CBC,Statham Street,CANTERBURY,BELFIELD,RDS,A,151.0933745,-33.90716273,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,60ffcf68-8491-4120-8e45-22dbf17a14c3
LincSt-4050-Ab,750,RDS518310,NFI004050,Lincoln Street,Lincoln Street Belfield,CBC,Lincoln Street,CANTERBURY,BELFIELD,RDS,A,151.0921619,-33.90754228,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,6a0f18c1-33e4-4b7d-883a-0b9ffdf1489a
FirsAv-4089-Ab,750,RDS517320,NFI004089,First Avenue,First Avenue Belfield,CBC,First Avenue,CANTERBURY,BELFIELD,RDS,A,151.0943236,-33.90731206,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,7475ad9b-3401-4232-913c-5480bf5eec88
BrucAv-4051-Ab,750,RDS504520,NFI004051,Bruce Avenue,Bruce Avenue Belfield,CBC,Bruce Avenue,CANTERBURY,BELFIELD,RDS,A,151.0882322,-33.90996311,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,7e500c71-5718-45cf-842c-244eefa5bfcd
BrucAv-4051-Bb,750,RDS504520,NFI004051,Bruce Avenue,Bruce Avenue Belfield,CBC,Bruce Avenue,CANTERBURY,BELFIELD,RDS,B,151.0881515,-33.91003524,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,82600b42-cd07-4bd5-9eac-9c5dde052351
OmahSt-3858-Ab,750,RDS519130,NFI003858,Omaha Street,Omaha Street Belfield,CBC,Omaha Street,CANTERBURY,BELFIELD,RDS,A,151.0937481,-33.90621667,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,ba6b8667-76cc-4d2b-9cfa-739d8c1a9d59
BaltSt-4049-Bb,750,RDS518420,NFI004049,Baltimore Street,Baltimore Street Belfield,CBC,Baltimore Street,CANTERBURY,BELFIELD,RDS,B,151.0905891,-33.90940125,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,c072dd0b-f7c7-40cc-9362-7a6d6ca4c64a
OmahSt-3858-Bb,750,RDS519130,NFI003858,Omaha Street,Omaha Street Belfield,CBC,Omaha Street,CANTERBURY,BELFIELD,RDS,B,151.0937506,-33.90613133,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,c44880cd-5a64-4b90-ab33-e11a6b32b573
MichAv-6097-Cc,750,RDS519410,NFI006097,Michael Avenue,Michael Avenue Belfield,CBC,Michael Avenue,CANTERBURY,BELFIELD,RDS,C,151.0909356,-33.90840312,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,cb88947d-9de1-4b06-820c-7bcad1d687fd
BaltSt-4049-Ab,750,RDS518420,NFI004049,Baltimore Street,Baltimore Street Belfield,CBC,Baltimore Street,CANTERBURY,BELFIELD,RDS,A,151.0904433,-33.90936279,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,d955407c-e531-4c14-a7d2-4d0f8a205219
MichAv-6097-Bc,750,RDS519410,NFI006097,Michael Avenue,Michael Avenue Belfield,CBC,Michael Avenue,CANTERBURY,BELFIELD,RDS,B,151.0918,-33.90921573,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,f78b62db-6a28-4e13-98ca-6fd268ff9320
PercSt-2423-Bb,750,RDS075310,NFI002423,Percy Street,Percy Street Bankstown,CBC,Percy Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0370243,-33.92377152,42,14:30.0,robert.noar,29:40.0,robert.noar,29:40.0,2737ee34-8426-4227-a9a4-211e083a534c
VimySt-5720-Bb,750,RDS097710,NFI005720,Vimy Street,Vimy Street Bankstown,CBC,Vimy Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0332786,-33.92340607,42,14:30.0,robert.noar,29:40.0,robert.noar,29:40.0,3d42a6f8-74f2-4969-86a1-e08185c6677a
LeonSt-5130-Ab,750,RDS056910,NFI005130,Leonard Street,Leonard Street Bankstown,CBC,Leonard Street,BANKSTOWN,BANKSTOWN,RDS,A,151.035863,-33.92352009,42,14:30.0,robert.noar,29:40.0,robert.noar,29:40.0,61de9ad5-a812-4a7d-aecb-47df09eaf48f
RestSt-2424-Ab,750,RDS080610,NFI002424,Restwell Street,Restwell Street Bankstown,CBC,Restwell Street,BANKSTOWN,BANKSTOWN,RDS,A,151.034544,-33.92347875,42,14:30.0,robert.noar,29:40.0,robert.noar,29:40.0,7381715c-a07a-4af8-80e4-c606d0931d75
LeonSt-5130-Bb,750,RDS056910,NFI005130,Leonard Street,Leonard Street Bankstown,CBC,Leonard Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0357398,-33.92357843,42,14:30.0,robert.noar,29:40.0,robert.noar,29:40.0,7fbfa436-034d-4736-8580-9628f46032dc
MacaAv-2425-Bb,750,RDS060830,NFI002425,Macauley Avenue,Macauley Avenue Bankstown,CBC,Macauley Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0367154,-33.92471652,42,14:30.0,robert.noar,29:40.0,robert.noar,29:40.0,91312d81-0fec-4812-a551-ee559e064efb
PercSt-2423-Ab,750,RDS075310,NFI002423,Percy Street,Percy Street Bankstown,CBC,Percy Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0371325,-33.9237827,42,14:30.0,robert.noar,29:40.0,robert.noar,29:40.0,95bd788d-330e-4f23-9ef4-86b5669b491f
MacaAv-5126-Bb,750,RDS060820,NFI005126,Macauley Avenue,Macauley Avenue Bankstown,CBC,Macauley Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0344407,-33.92437141,42,14:30.0,robert.noar,29:40.0,robert.noar,29:40.0,a33d5319-0604-4e2e-bcc7-567caddd4b01
MacaAv-5127-Bb,750,RDS060810,NFI005127,Macauley Avenue,Macauley Avenue Bankstown,CBC,Macauley Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0314584,-33.92392185,42,14:30.0,robert.noar,29:40.0,robert.noar,29:40.0,c10f0b8a-dba8-40c4-bf6f-7c036e329466
VimySt-5720-Ab,750,RDS097710,NFI005720,Vimy Street,Vimy Street Bankstown,CBC,Vimy Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0333868,-33.92341735,42,14:30.0,robert.noar,29:40.0,robert.noar,29:40.0,ecba1fb7-39f7-4b7d-ba24-68dc33be4c02
CookLa-3439-Bb,750,RDS589610,NFI003439,Cooks Lane,Cooks Lane Canterbury,CBC,Cooks Lane,CANTERBURY,CANTERBURY,RDS,B,151.1122445,-33.91557227,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,0198acb9-5236-4b77-ade5-d869276ded91
CantSt-4388-Bb,750,RDS590110,NFI004388,Canton Street,Canton Street Canterbury,CBC,Canton Street,CANTERBURY,CANTERBURY,RDS,B,151.1147567,-33.9168154,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,044a6eab-9817-4444-9920-a569da8a889c
WillSt-3997-Bb,750,RDS543710,NFI003997,Willeroo Street,Willeroo Street Lakemba,CBC,Willeroo Street,ROSELANDS,LAKEMBA,RDS,B,151.0779211,-33.9265769,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,0ae567e4-11f1-41de-a419-09c0889f1b21
CantSt-3412-Bb,750,RDS590120,NFI003412,Canton Street,Canton Street Canterbury,CBC,Canton Street,CANTERBURY,CANTERBURY,RDS,B,151.1136996,-33.9155468,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,0f9c139b-ac9d-4e9d-9da3-4cf7cdf6c339
MyeeSt-3753-Bb,750,RDS543610,NFI003753,Myee Street,Myee Street Lakemba,CBC,Myee Street,ROSELANDS,LAKEMBA,RDS,B,151.0773565,-33.92516824,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,248dc010-11ee-44eb-ae5e-136e108d3065
FranSt-4715-Ab,750,RDS591310,NFI004715,France Street,France Street Canterbury,CBC,France Street,CANTERBURY,CANTERBURY,RDS,A,151.116179,-33.91712151,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,31ac8fea-0cf0-4d2b-991f-96603ab60a8a
NortSt-4380-Bb,750,RDS588550,NFI004380,Northcote Street,Northcote Street Canterbury,CBC,Northcote Street,CANTERBURY,CANTERBURY,RDS,B,151.1094063,-33.91764034,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,3e28e961-e4c2-413e-9497-94a1594901e4
OnslSt-3435-Bb,750,RDS589410,NFI003435,Onslow Street,Onslow Street Canterbury,CBC,Onslow Street,CANTERBURY,CANTERBURY,RDS,B,151.1116306,-33.91702745,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,408f29f7-87de-40fa-aca1-e9986d47d39a
ClioSt-3754-Ab,750,RDS544110,NFI003754,Clio Street,Clio Street Wiley Park,CBC,Clio Street,ROSELANDS,WILEY PARK,RDS,A,151.0744011,-33.92751108,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,4091ba48-5767-45e7-b596-6bf4a59c0654
HowaSt-3413-Bb,750,RDS590010,NFI003413,Howard Street,Howard Street Canterbury,CBC,Howard Street,CANTERBURY,CANTERBURY,RDS,B,151.1134692,-33.91645237,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,478d134f-35f5-465f-a093-aad6112ff811
FranSt-4715-Bb,750,RDS591310,NFI004715,France Street,France Street Canterbury,CBC,France Street,CANTERBURY,CANTERBURY,RDS,B,151.1161592,-33.91723305,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,49ae235a-0108-40bd-8fe2-7b397de7a192
AlleSt-4434-Bb,750,RDS590510,NFI004434,Allen Street,Allen Street Canterbury,CBC,Allen Street,CANTERBURY,CANTERBURY,RDS,B,151.1104633,-33.91730961,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,5bf1fc9e-e6f1-416e-892b-f29fdb2d51d3
HighSt-4548-Bb,750,RDS570410,NFI004548,High Street,High Street Canterbury,CBC,High Street,CANTERBURY,CANTERBURY,RDS,B,151.1146745,-33.91820775,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,69091579-117b-48fd-91f7-46f907ad4eb1
HowaSt-3413-Ab,750,RDS590010,NFI003413,Howard Street,Howard Street Canterbury,CBC,Howard Street,CANTERBURY,CANTERBURY,RDS,A,151.1135503,-33.91638636,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,6da2836a-e141-4558-9110-995888a41280
RomeSt-5815-Ab,750,RDS591210,NFI005815,Rome Street,Rome Street Canterbury,CBC,Rome Street,CANTERBURY,CANTERBURY,RDS,A,151.1169415,-33.91699696,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,70d4587b-2695-493c-bcbf-fdc506b74451
CantSt-4388-Ab,750,RDS590110,NFI004388,Canton Street,Canton Street Canterbury,CBC,Canton Street,CANTERBURY,CANTERBURY,RDS,A,151.1148808,-33.91678665,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,743eb800-9b8e-433f-a955-c355ccb7a8ef
MyeeSt-3753-Ab,750,RDS543610,NFI003753,Myee Street,Myee Street Lakemba,CBC,Myee Street,ROSELANDS,LAKEMBA,RDS,A,151.0773897,-33.92525615,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,79826af8-35ff-4fe9-b489-8d88aaaf080c
NapiSt-3415-Bb,750,RDS590710,NFI003415,Napier Street,Napier Street Canterbury,CBC,Napier Street,CANTERBURY,CANTERBURY,RDS,B,151.1153565,-33.91837013,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,81b39df1-f10d-4aef-b76a-6f83776faef0
CookAv-5822-Ab,750,RDS589710,NFI005822,Cooks Avenue,Cooks Avenue Canterbury,CBC,Cooks Avenue,CANTERBURY,CANTERBURY,RDS,A,151.1136704,-33.91778562,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,8281514e-733b-4bbb-9014-aa45ff23d712
CroySt-3978-Ab,750,RDS533410,NFI003978,Croydon Street,Croydon Street Lakemba,CBC,Croydon Street,ROSELANDS,LAKEMBA,RDS,A,151.0795707,-33.92642676,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,8aab2316-5f18-4b4c-ad1b-6cc59b93f574
OnslLa-3430-Bb,750,RDS589510,NFI003430,Onslow Lane,Onslow Lane Canterbury,CBC,Onslow Lane,CANTERBURY,CANTERBURY,RDS,B,151.1116071,-33.91600182,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,8eb3338c-65bc-41f7-89d9-af8fc4adea3a
EdgeSt-4233-Ab,750,RDS544210,NFI004233,Edge Street,Edge Street Wiley Park,CBC,Edge Street,ROSELANDS,WILEY PARK,RDS,A,151.0721393,-33.92659622,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,96815acb-eee6-43a1-8cdd-a4ac423ae33c
WillSt-3997-Ab,750,RDS543710,NFI003997,Willeroo Street,Willeroo Street Lakemba,CBC,Willeroo Street,ROSELANDS,LAKEMBA,RDS,A,151.0780273,-33.92654007,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,97c2d72f-6afd-4dfa-b020-357e4481f232
ClioSt-3754-Bb,750,RDS544110,NFI003754,Clio Street,Clio Street Wiley Park,CBC,Clio Street,ROSELANDS,WILEY PARK,RDS,B,151.074471,-33.92743015,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,a076163a-7633-496d-ba79-e6b5665feca9
NapiSt-3415-Ab,750,RDS590710,NFI003415,Napier Street,Napier Street Canterbury,CBC,Napier Street,CANTERBURY,CANTERBURY,RDS,A,151.1153691,-33.9182808,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,a6f7e275-5fe5-4be3-be05-60ee99b7e983
OnslLa-3430-Ab,750,RDS589510,NFI003430,Onslow Lane,Onslow Lane Canterbury,CBC,Onslow Lane,CANTERBURY,CANTERBURY,RDS,A,151.1117094,-33.91599776,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,ab70e4f4-574c-46ef-8316-713b6ea3c51e
HighSt-4548-Ab,750,RDS570410,NFI004548,High Street,High Street Canterbury,CBC,High Street,CANTERBURY,CANTERBURY,RDS,A,151.1147204,-33.91827637,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,accca52e-584a-4d7b-8627-bd34b95ca94d
CookAv-4386-Bb,750,RDS589720,NFI004386,Cooks Avenue,Cooks Avenue Canterbury,CBC,Cooks Avenue,CANTERBURY,CANTERBURY,RDS,B,151.112204,-33.91631484,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,ca8de403-f182-4796-9c2a-ce1b16156712
CroySt-3978-Bb,750,RDS533410,NFI003978,Croydon Street,Croydon Street Lakemba,CBC,Croydon Street,ROSELANDS,LAKEMBA,RDS,B,151.0792241,-33.92604682,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,cb894e40-1e67-4bac-814e-495dd4489f94
CookLa-3439-Ab,750,RDS589610,NFI003439,Cooks Lane,Cooks Lane Canterbury,CBC,Cooks Lane,CANTERBURY,CANTERBURY,RDS,A,151.112189,-33.91562656,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,d020251d-5183-4f00-b626-5a15974d32e3
HaldSt-3936-Bc,750,RDS533310,NFI003936,Haldon Street,Haldon Street Lakemba,CBC,Haldon Street,ROSELANDS,LAKEMBA,RDS,B,151.0805977,-33.92592769,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,d579522d-75c7-48ab-9663-b35bd64f3769
ErneSt-3990-Ab,750,RDS532910,NFI003990,Ernest Street,Ernest Street Lakemba,CBC,Ernest Street,ROSELANDS,LAKEMBA,RDS,A,151.0761388,-33.9277027,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,d6377cc1-aae7-4150-a68e-b229d378fb70
EdgeSt-4233-Bb,750,RDS544210,NFI004233,Edge Street,Edge Street Wiley Park,CBC,Edge Street,ROSELANDS,WILEY PARK,RDS,B,151.0721791,-33.92652435,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,d962cd30-74a6-49d0-a30d-e5b35702a6c1
AlleSt-4434-Ab,750,RDS590510,NFI004434,Allen Street,Allen Street Canterbury,CBC,Allen Street,CANTERBURY,CANTERBURY,RDS,A,151.1105667,-33.91726878,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,df62a7ee-15cb-4de7-b425-248ea2bf1bf2
RomeSt-5815-Bb,750,RDS591210,NFI005815,Rome Street,Rome Street Canterbury,CBC,Rome Street,CANTERBURY,CANTERBURY,RDS,B,151.1170809,-33.91697786,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,dfe3ad82-4f45-40c8-ac51-1e98316250a5
NortSt-4380-Ab,750,RDS588550,NFI004380,Northcote Street,Northcote Street Canterbury,CBC,Northcote Street,CANTERBURY,CANTERBURY,RDS,A,151.1093208,-33.91763394,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,ed176816-3528-4fc9-8040-5c8469859d92
CantRo-4124-Ab,750,RDS017493,NFI004124,Canterbury Road,Canterbury Road Campsie,RMS,Canterbury Road,CANTERBURY,CAMPSIE,RDS,A,151.1068053,-33.91729855,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,f5eb1a03-95ab-4d1e-afbd-b65cdbc2a00e
CookAv-4386-Ab,750,RDS589720,NFI004386,Cooks Avenue,Cooks Avenue Canterbury,CBC,Cooks Avenue,CANTERBURY,CANTERBURY,RDS,A,151.1122842,-33.91629551,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,febd659b-d860-48d0-8a12-b182ae99523b
MiltSt-2289-Bb,750,RDS066510,NFI002289,Milton Street,Milton Street Bankstown,CBC,Milton Street,BANKSTOWN,BANKSTOWN,RDS,B,151.040624,-33.91209806,43,14:30.0,robert.noar,29:43.0,robert.noar,29:43.0,0c38243e-7bbb-484f-8d3b-b692ece50c2f
SproSt-3995-Ab,750,RDS528710,NFI003995,Sproule Street,Sproule Street Lakemba,CBC,Sproule Street,ROSELANDS,LAKEMBA,RDS,A,151.0768956,-33.92699844,107,14:30.0,robert.noar,29:43.0,robert.noar,29:43.0,25ae57fa-4164-461e-ba9e-a140d63026a2
MiltSt-2289-Ab,750,RDS066510,NFI002289,Milton Street,Milton Street Bankstown,CBC,Milton Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0407055,-33.91216693,43,14:30.0,robert.noar,29:43.0,robert.noar,29:43.0,276749d6-f7e4-49b1-82a4-cdf490e58b78
CherAv-2523-Bb,750,RDS020730,NFI002523,Chertsey Avenue,Chertsey Avenue Bankstown,CBC,Chertsey Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.029219,-33.92374151,41,14:30.0,robert.noar,29:43.0,robert.noar,29:43.0,4c4dec0d-5214-4739-ae68-1b781f57a4b1
